text,tweet_unique_id,author_handle,author_id,author_verified,date_tweeted,num_followers,num_following
"RT @HedgeMind: $TWLO's hype growth continues, revs up 86% y/y to $275M in the second quarter. Don't know why investors are not happy, maybe…",1156719610433015808,AshwinMaddi,57757815,False,2019-08-01 00:13:40+00:00,191,548
"Blog Post: ""Burn It to the Ground""

https://t.co/zMH0F9LLed

$CRWD $SPLK $OKTA $ZEN $TWLO $CRSP https://t.co/YYfcK0O6N1",1156719981083729923,JohnBonini,23892061,False,2019-08-01 00:15:08+00:00,390,688
$TWLO Twilio Inc. Class A Commo #LeaderPullBack Close: 139.11 Liq: $721M https://t.co/eBaf6lwtfW,1156721339325177856,stockmktgenius,914214567152160768,False,2019-08-01 00:20:32+00:00,597,58
Jeff Lawson (Twilio $TWLO Founder &amp; CEO) is so Amazon $AMZN Jeff Bezos pedigree/dyed-n-wool... Hackathons... Still Day 1...,1156727135530360834,newmoneyFC,3278201701,False,2019-08-01 00:43:34+00:00,1437,201
"RT @EvanKenty: $TWLO Regained all AH drop, short bloodbath",1156727777195958280,j_p_jacques,31173813,False,2019-08-01 00:46:07+00:00,1344,1780
"“RCS really turns messaging into essentially an app replacement for a whole lot of use cases.”- $TWLO, sometimes yo… https://t.co/5XoZoBcuQW",1156728172853043200,victoriouscake,1839307770,False,2019-08-01 00:47:42+00:00,5583,696
My $TWLO earnings trade is a loser. #FactsMatter,1156734137576898563,_jayschneider_,891431875004256257,False,2019-08-01 01:11:24+00:00,394,569
$TWLO https://t.co/NqXhcw1hOC,1156735288535846913,FlyrUsr,860675555955539972,False,2019-08-01 01:15:58+00:00,219,628
"RT @OphirGottlieb: $TWLO CEO ""[w]e see this as just the beginning, as we have the opportunity to change communications and customer engagem…",1156737637333577728,nelsnyc,17324802,False,2019-08-01 01:25:18+00:00,473,1084
Twilio $TWLO Releases FY 2019 Earnings Guidance https://t.co/8eYyKwO4yy,1156738572621422595,dispatchtribune,901194327925325825,False,2019-08-01 01:29:01+00:00,401,17
Twilio $TWLO Updates Q3 2019 Earnings Guidance https://t.co/513R0RrDqU,1156738901400309760,ThisLincolnian,930803511918411776,False,2019-08-01 01:30:19+00:00,297,35
Twilio $TWLO Issues Q3 2019 Earnings Guidance https://t.co/7jVUheg8ng,1156739391181795328,WeekHerald,888125801903775744,False,2019-08-01 01:32:16+00:00,542,44
Twilio $TWLO Issues FY 2019 Earnings Guidance https://t.co/TRLhbmjeI3,1156739513739370496,OlympiaReport,889957348793606144,False,2019-08-01 01:32:45+00:00,309,15
Twilio $TWLO Issues FY 2019 Earnings Guidance  https://t.co/CQt4mJW20O,1156739745575297024,EnterpriseLeade,966006214818697218,False,2019-08-01 01:33:41+00:00,373,4
Twilio $TWLO Issues FY 2019 Earnings Guidance https://t.co/YbpldSDZqg,1156739749425688576,registrarjourn,949377493915590662,False,2019-08-01 01:33:42+00:00,336,39
"RT @JohnBonini: Blog Post: ""Burn It to the Ground""

https://t.co/zMH0F9LLed

$CRWD $SPLK $OKTA $ZEN $TWLO $CRSP https://t.co/YYfcK0O6N1",1156740087578800134,Gambiste1,1136370591517290496,False,2019-08-01 01:35:02+00:00,1372,2
After Hours: 5 Stocks Moving On Earnings; Futures Signal Losses https://t.co/bkThCWb4Ql $TWLO $AAPL $DXCM $QCOM… https://t.co/No2QatVHg8,1156740205489131520,IBD_ECarson,1544270486,False,2019-08-01 01:35:30+00:00,3456,325
RT @IBD_ECarson: After Hours: 5 Stocks Moving On Earnings; Futures Signal Losses https://t.co/bkThCWb4Ql $TWLO $AAPL $DXCM $QCOM $FIVN $LRC…,1156740622604296198,IBDinvestors,21328656,True,2019-08-01 01:37:10+00:00,160897,456
RT @IBD_ECarson: After Hours: 5 Stocks Moving On Earnings; Futures Signal Losses https://t.co/bkThCWb4Ql $TWLO $AAPL $DXCM $QCOM $FIVN $LRC…,1156740645245112321,tradnews_,980874245696819200,False,2019-08-01 01:37:15+00:00,1535,1
Twilio $TWLO Issues FY 2019 Earnings Guidance https://t.co/ooQMZdWRqT #stocks,1156741103493820416,AmericanBanking,61661638,False,2019-08-01 01:39:04+00:00,7000,2168
Twilio $TWLO Issues Q3 2019 Earnings Guidance https://t.co/d6PltY4Abv #stocks,1156741112159191040,AmericanBanking,61661638,False,2019-08-01 01:39:07+00:00,7000,2168
Twilio $TWLO Issues Q3 2019 Earnings Guidance https://t.co/C0gNXYjTDK #stocks,1156741215796248576,AmericanBanking,61661638,False,2019-08-01 01:39:31+00:00,7000,2168
Twilio $TWLO Issues FY 2019 Earnings Guidance https://t.co/0n4IooBCyP #stocks,1156741239959642113,AmericanBanking,61661638,False,2019-08-01 01:39:37+00:00,7000,2168
RT @IBD_ECarson: After Hours: 5 Stocks Moving On Earnings; Futures Signal Losses https://t.co/bkThCWb4Ql $TWLO $AAPL $DXCM $QCOM $FIVN $LRC…,1156742424636600321,Gambiste1,1136370591517290496,False,2019-08-01 01:44:19+00:00,1372,2
RT @IBD_ECarson: After Hours: 5 Stocks Moving On Earnings; Futures Signal Losses https://t.co/bkThCWb4Ql $TWLO $AAPL $DXCM $QCOM $FIVN $LRC…,1156742864455573504,trading23,807409241241874432,False,2019-08-01 01:46:04+00:00,90,343
RT @IBD_ECarson: After Hours: 5 Stocks Moving On Earnings; Futures Signal Losses https://t.co/bkThCWb4Ql $TWLO $AAPL $DXCM $QCOM $FIVN $LRC…,1156743068122517505,SunilKu75191048,760647053206753281,False,2019-08-01 01:46:53+00:00,4,15
"$TWLO (Twilio) down (8%) to $138/share after 7/26

Q2'19:
Rev: $275M, up 18%
Loss: ($93M)

162K Active Accounts in… https://t.co/StJPKDXty7",1156743821444689920,JJMFinancials,908994764963504129,False,2019-08-01 01:49:52+00:00,239,60
$TWLO at one point it reached $139. Tomorrow it’s going to fly high...now updated target $155 https://t.co/BO30ZW5ifH,1156747858860789760,SidDas04,230342285,False,2019-08-01 02:05:55+00:00,54,414
"RT @eWhispers: #earnings after the close 

$TWLO $QCOM $ZNGA $LRCX $WDC $FIT $AYX $OXY $TDOC $DXCM $EXEL $CTSH $KTOS $SPWR $BOOT $WLL $CAKE…",1156752650605453312,paynej247,2391736411,False,2019-08-01 02:24:57+00:00,4207,1304
$TWLO #update that first pivot 👌🏻 might even open green tomorrow.,1156756336186576896,BrandonPKoch,767005402047193089,False,2019-08-01 02:39:36+00:00,253,50
"Tickers today: $AMD $AAPL $EA $PAYC $BYND $ALGN $SPY
Ticker tomorrow so far: $QCOM $TWLO $LRCX $WDC and $BYND
Morning: $SHOP $W $YETI $CI",1156758493099110400,psk2329,59485976,False,2019-08-01 02:48:10+00:00,3619,443
Not sure what to do with $TWLO? Explore our #fundamental pros and cons.  https://t.co/K1cFSB4L08,1156758709122424832,1MinuteStock,2997788563,False,2019-08-01 02:49:02+00:00,2975,1323
"RT @psk2329: Tickers today: $AMD $AAPL $EA $PAYC $BYND $ALGN $SPY
Ticker tomorrow so far: $QCOM $TWLO $LRCX $WDC and $BYND
Morning: $SHOP $…",1156760575935991808,ChrissyPetrill1,911680487420198914,False,2019-08-01 02:56:27+00:00,264,1595
Thursday’s 👀2.75: $SPY $UVXY $TVIX $TSLA $TWLO $SHOP $SQ $V $TWTR $TNDM $SVMK $W $YETI $X $XLNX $WKHS $SGMS $SFM… https://t.co/5vIqtM5BEW,1156761274602205185,mchaudhry82,21066148,False,2019-08-01 02:59:14+00:00,6532,502
"$TWLO

https://t.co/POh2pcIw0u",1156761885296885760,east_cap,2721164528,False,2019-08-01 03:01:39+00:00,1462,212
"RT @eWhispers: #earnings after the close 

$TWLO $QCOM $ZNGA $LRCX $WDC $FIT $AYX $OXY $TDOC $DXCM $EXEL $CTSH $KTOS $SPWR $BOOT $WLL $CAKE…",1156762739865477121,Gambiste1,1136370591517290496,False,2019-08-01 03:05:03+00:00,1373,2
"RT @psk2329: Tickers today: $AMD $AAPL $EA $PAYC $BYND $ALGN $SPY
Ticker tomorrow so far: $QCOM $TWLO $LRCX $WDC and $BYND
Morning: $SHOP $…",1156763396605431809,Gambiste1,1136370591517290496,False,2019-08-01 03:07:40+00:00,1375,2
Unicorn Bay rating for $TWLO is 2.61 out of 5. https://t.co/Ko2D6FiLRS,1156763741897121792,1MinuteStock,2997788563,False,2019-08-01 03:09:02+00:00,2974,1323
"RT @psk2329: Tickers today: $AMD $AAPL $EA $PAYC $BYND $ALGN $SPY
Ticker tomorrow so far: $QCOM $TWLO $LRCX $WDC and $BYND
Morning: $SHOP $…",1156763809530425351,malts64,4454608949,False,2019-08-01 03:09:18+00:00,2275,2127
We calculated 63-day Expected Return of $TWLO for you: 4.92% https://t.co/JAHmSt6yQJ,1156767769565655041,1MinuteStock,2997788563,False,2019-08-01 03:25:02+00:00,2974,1323
Twilio $TWLO Releases FY19 Earnings Guidance https://t.co/vziyF6aPV6,1156768905517588482,OlympiaReport,889957348793606144,False,2019-08-01 03:29:33+00:00,309,15
Twilio $TWLO Issues FY19 Earnings Guidance https://t.co/50sgoid8sb,1156769095095861249,WeekHerald,888125801903775744,False,2019-08-01 03:30:18+00:00,542,44
Twilio $TWLO Releases Q3 Earnings Guidance  https://t.co/S5NlQ2xXve,1156769183801257987,bbnsnews,950445812282265610,False,2019-08-01 03:30:39+00:00,110,18
Twilio $TWLO Releases FY19 Earnings Guidance https://t.co/UB1AacgxbX,1156769783561555975,ThisLincolnian,930803511918411776,False,2019-08-01 03:33:02+00:00,297,35
Twilio $TWLO Releases FY19 Earnings Guidance https://t.co/gVQmlidLvO #stocks,1156770093789003776,AmericanBanking,61661638,False,2019-08-01 03:34:16+00:00,7000,2168
Twilio $TWLO Issues Q3 Earnings Guidance https://t.co/2w46vjAPDD #stocks,1156770118820646912,AmericanBanking,61661638,False,2019-08-01 03:34:22+00:00,7000,2168
$TWLO --  that revenue comp of +86% is apples &amp; oranges ... comparing TWLO + Sendgrid now vs.  just $TWLO last year… https://t.co/qoWSfhBPiL,1156770282864095232,CapCube,18587683,False,2019-08-01 03:35:01+00:00,1875,684
@OphirGottlieb @MikQuinlan @TurnerSportsNet @CMLviz Now is the time to all in !! $nvta $roku $twlo,1156772160523964416,ahkautan,260824491,False,2019-08-01 03:42:29+00:00,205,497
"@EnergyCredit1 $twlo yes, $ayx no ... maybe you can quote me earnings or cash flow on these while you are at it.  d… https://t.co/4h2M8zXsTY",1156773411332534272,CapCube,18587683,False,2019-08-01 03:47:27+00:00,1875,684
$TWLO - Twilio Inc. (TWLO) CEO Jeff Lawson on Q2 2019 Results - Earnings Call Transcript https://t.co/6blfZc5mMu,1156774075940798464,SeekingAlpha,23059499,False,2019-08-01 03:50:06+00:00,116971,2
Tickers to watch tomorrow: $TWLO $QCOM $LRCX $FIVN $AYX $BYND $SHOP,1156774653228023808,SeanUmi,1899398208,False,2019-08-01 03:52:23+00:00,159,60
"$TWLO Qualitative Analysis of recent earnings identified Twilio  business focus on (developers,twilioquest), (growt… https://t.co/aKRLgMnXDA",1156777837044441088,SiteFocusHQ,773578537764851712,False,2019-08-01 04:05:02+00:00,61,31
https://t.co/myIeSB3QKj &lt; These 3 patterns are pure GOLD!! $TWLO $SQ $SHOP $SFIX,1156781414605627393,GatorTrader1983,922593806830243840,False,2019-08-01 04:19:15+00:00,104,71
Wondering about #sentiment indicator for $TWLO? The Short Ratio is 3.75% https://t.co/rba4EgeAWH,1156782112806076417,1MinuteStock,2997788563,False,2019-08-01 04:22:02+00:00,2974,1323
$TWLO flat reaction likely to continue,1156790000882716673,aboutheoptions,831801503694336000,False,2019-08-01 04:53:22+00:00,1856,4
RT @SeanUmi: Tickers to watch tomorrow: $TWLO $QCOM $LRCX $FIVN $AYX $BYND $SHOP,1156791365243670530,Gambiste1,1136370591517290496,False,2019-08-01 04:58:48+00:00,1379,2
RT @CapCube: $TWLO --  that revenue comp of +86% is apples &amp; oranges ... comparing TWLO + Sendgrid now vs.  just $TWLO last year.  Very pri…,1156791728155844609,Gambiste1,1136370591517290496,False,2019-08-01 05:00:14+00:00,1379,2
"Prepare for the next bullmarket !
$CNDT $SEND $CTMX $BWXT $GHDX $DPLO $TWLO $Z $ZG $ETSY $AMSC $RCM $PRMW $COTY… https://t.co/PPhPlH7JQC",1156800566355304449,GrandSuperCycle,74408465,False,2019-08-01 05:35:21+00:00,1193,1027
We calculated 21-day Expected Return of $TWLO for you: 2.22% https://t.co/JAHmSt6yQJ,1156805264521064448,1MinuteStock,2997788563,False,2019-08-01 05:54:02+00:00,2974,1323
RT @newmoneyFC: Jeff Lawson (Twilio $TWLO Founder &amp; CEO) is so Amazon $AMZN Jeff Bezos pedigree/dyed-n-wool... Hackathons... Still Day 1...,1156806344025919488,Gambiste1,1136370591517290496,False,2019-08-01 05:58:19+00:00,1379,2
"RT @HedgeMind: $TWLO's hype growth continues, revs up 86% y/y to $275M in the second quarter. Don't know why investors are not happy, maybe…",1156806650679967746,Gambiste1,1136370591517290496,False,2019-08-01 05:59:32+00:00,1379,2
RT @_jayschneider_: My $TWLO earnings trade is a loser. #FactsMatter,1156806664433164288,Gambiste1,1136370591517290496,False,2019-08-01 05:59:35+00:00,1379,2
"RT @victoriouscake: “RCS really turns messaging into essentially an app replacement for a whole lot of use cases.”- $TWLO, sometimes you wa…",1156806663359410176,Gambiste1,1136370591517290496,False,2019-08-01 05:59:35+00:00,1379,2
"RT @EvanKenty: $TWLO Regained all AH drop, short bloodbath",1156806661543288833,Gambiste1,1136370591517290496,False,2019-08-01 05:59:35+00:00,1379,2
RT @FlyrUsr: $TWLO https://t.co/NqXhcw1hOC,1156806665389432833,Gambiste1,1136370591517290496,False,2019-08-01 05:59:36+00:00,1379,2
"RT @OphirGottlieb: $TWLO CEO ""[w]e see this as just the beginning, as we have the opportunity to change communications and customer engagem…",1156806669281759233,Gambiste1,1136370591517290496,False,2019-08-01 05:59:37+00:00,1379,2
"RT @JJMFinancials: $TWLO (Twilio) down (8%) to $138/share after 7/26

Q2'19:
Rev: $275M, up 18%
Loss: ($93M)

162K Active Accounts in '19,…",1156806671081119744,Gambiste1,1136370591517290496,False,2019-08-01 05:59:37+00:00,1379,2
RT @SidDas04: $TWLO at one point it reached $139. Tomorrow it’s going to fly high...now updated target $155 https://t.co/BO30ZW5ifH,1156806678387580928,Gambiste1,1136370591517290496,False,2019-08-01 05:59:39+00:00,1379,2
RT @BrandonPKoch: $TWLO #update that first pivot 👌🏻 might even open green tomorrow.,1156806684762877952,Gambiste1,1136370591517290496,False,2019-08-01 05:59:40+00:00,1379,2
"RT @east_cap: $TWLO

https://t.co/POh2pcIw0u",1156806693168324608,Gambiste1,1136370591517290496,False,2019-08-01 05:59:42+00:00,1379,2
"RT @CapCube: @EnergyCredit1 $twlo yes, $ayx no ... maybe you can quote me earnings or cash flow on these while you are at it.  didn't know…",1156806706577510401,Gambiste1,1136370591517290496,False,2019-08-01 05:59:45+00:00,1379,2
RT @ahkautan: @OphirGottlieb @MikQuinlan @TurnerSportsNet @CMLviz Now is the time to all in !! $nvta $roku $twlo,1156806703146504194,Gambiste1,1136370591517290496,False,2019-08-01 05:59:45+00:00,1379,2
"RT @GrandSuperCycle: Prepare for the next bullmarket !
$CNDT $SEND $CTMX $BWXT $GHDX $DPLO $TWLO $Z $ZG $ETSY $AMSC $RCM $PRMW $COTY $DXC $…",1156806718522822656,Gambiste1,1136370591517290496,False,2019-08-01 05:59:48+00:00,1379,2
"$TWLO Great company, with future earnings.  Chart and price have momentum slowing.  Looking at short term risk / reward.",1156823766296514560,RippedTorn,87906631,False,2019-08-01 07:07:33+00:00,518,479
"$TWLO Reports Q2 $0.03 v $0.02e, Rev $275.0M v $260Me (Twilio)

-Guides Q3 $0.01-0.02 v $0.01e, Rev $286-289M v $28… https://t.co/rh714mv2gk",1156829199614861312,Trade_The_News,47519668,False,2019-08-01 07:29:08+00:00,5066,1271
Explore #fundamental numbers and pros and cons for $TWLO https://t.co/XkIRCp8kGn,1156832947359506432,1MinuteStock,2997788563,False,2019-08-01 07:44:02+00:00,2975,1323
Wondering about risks of $TWLO? The 63-day volatility is 20.64% https://t.co/Rm1CgflA8W,1156849307250642944,1MinuteStock,2997788563,False,2019-08-01 08:49:02+00:00,2975,1323
"RT @OphirGottlieb: $TWLO CEO ""[w]e see this as just the beginning, as we have the opportunity to change communications and customer engagem…",1156856600507965441,VuylstekeGeert,2259974457,False,2019-08-01 09:18:01+00:00,186,541
"RT @RippedTorn: $TWLO Great company, with future earnings.  Chart and price have momentum slowing.  Looking at short term risk / reward.",1156857159138861056,Gambiste1,1136370591517290496,False,2019-08-01 09:20:14+00:00,1381,2
"RT @Trade_The_News: $TWLO Reports Q2 $0.03 v $0.02e, Rev $275.0M v $260Me (Twilio)

-Guides Q3 $0.01-0.02 v $0.01e, Rev $286-289M v $285Me…",1156857162091716609,Gambiste1,1136370591517290496,False,2019-08-01 09:20:15+00:00,1381,2
"Make sure to read my $TWLO News Article this a.m..
They beat the Street but the Fed Spoiled the Party!

Twillo (TWL… https://t.co/pv8kFnRHj3",1156870888467456001,realChadCurtis,2246742768,False,2019-08-01 10:14:48+00:00,15816,2138
Twillo ( $TWLO ) Posts Strong Results but Market Turbulence Spoils the Party https://t.co/2kJIWLtr9v… https://t.co/2VUOSCYYtM,1156871565914640385,StockWatch247,1116698306560823297,False,2019-08-01 10:17:29+00:00,881,1031
Do you know that #Book Value for $TWLO is $26.39 https://t.co/AEV8XQCEKy,1156877994297720832,1MinuteStock,2997788563,False,2019-08-01 10:43:02+00:00,2975,1323
"BoAML on @twlilio $TWLO:

""Solid quarter given Verizon A2P fee delay, Flex/IoT/SEND offer upside; maintain Buy… https://t.co/l6q2veFoDO",1156879325217603584,apppro1,447061276,False,2019-08-01 10:48:19+00:00,3197,4985
"BoAML on @twlilio $TWLO: 
 
""Solid quarter given Verizon A2P fee delay, Flex/IoT/SEND offer upside; maintain Buy… https://t.co/3McaSBU4E3",1156879435775303680,apppro1,447061276,False,2019-08-01 10:48:45+00:00,3197,4985
Wondering about risks of $TWLO? The 21-day volatility is 8.25% https://t.co/Rm1CgflA8W,1156880763549147136,1MinuteStock,2997788563,False,2019-08-01 10:54:02+00:00,2975,1323
"$TWLO    

Thu Aug 01 06:40:01 2019 EDT

DJ Twilio Is Maintained at Overweight by KeyBanc
 
DJ Twilio Price Target… https://t.co/QqNxSH8Wyx",1156881771180507136,apppro1,447061276,False,2019-08-01 10:58:02+00:00,3197,4985
"$TWLO 
Thu Aug 01 06:40:01 2019 EDT
DJ Twilio Is Maintained at Overweight by KeyBanc
DJ Twilio Price Target RAISED… https://t.co/REK0NAGkXu",1156881870849748992,apppro1,447061276,False,2019-08-01 10:58:26+00:00,3197,4985
Twilio $TWLO PT Raised to $165 at Deutsche Bank https://t.co/0fh7x2Z6YT,1156881928764764160,AnalystWire,818081647,False,2019-08-01 10:58:40+00:00,4587,1
Twilio $TWLO Given “Buy” Rating at KeyCorp https://t.co/Osg9rtoWCB #stocks,1156882906448613376,AmericanBanking,61661638,False,2019-08-01 11:02:33+00:00,6998,2168
"@musicandwork Like I said yesterday - I HOPE $TWLO learned one thing from yesterdays:

NEVER EVER report on Fed Day!!!!!!!!!!!!!!!1",1156883441083977729,apppro1,447061276,False,2019-08-01 11:04:40+00:00,3197,4985
"RT @eWhispers: #earnings after the close 

$TWLO $QCOM $ZNGA $LRCX $WDC $FIT $AYX $OXY $TDOC $DXCM $EXEL $CTSH $KTOS $SPWR $BOOT $WLL $CAKE…",1156886452535549954,ivagart,4236171395,False,2019-08-01 11:16:38+00:00,27,40
"Watching $QCOM, $TWLO , $SHOP , $BYND, $FIVN , $SWPR , $PS, $WLL #stockstowatch #stockmarket #options #stocks… https://t.co/bbg5jbqd7C",1156887234676547584,simply_stocks,1130575342995795968,False,2019-08-01 11:19:45+00:00,421,253
Updated view of $TWLO. Impressive revenue acceleration. @MarketSmith @IBDinvestors #IBDPartner https://t.co/dlepmQpknD,1156889951843356672,jfahmy,38053161,False,2019-08-01 11:30:33+00:00,37551,991
Yep $TWLO R/g since the conference call. https://t.co/L7M0Trej8S,1156890895431548928,jscherniack,932657108,False,2019-08-01 11:34:18+00:00,1652,37
"There R sunshine somewhere on the planet .. 
 
$SHOP up $25.77 
$W  up $6.67 
$AYX up $6.78 
$TWLO up $2  .. if U d… https://t.co/GiW9Dj0r4W",1156892311143342081,MadMraket,19052568,False,2019-08-01 11:39:55+00:00,1302,149
@fsudz @OphirGottlieb I bot more  when I posted ER was a beat .. drop was UNJUSTIFIED ..   $TWLO will go back to AT… https://t.co/cYkWkuc2pQ,1156893599847596040,MadMraket,19052568,False,2019-08-01 11:45:02+00:00,1303,149
Was kind of hoping market sold off $TWLO.. dang thing is green now pre-market.. was ready to back up the truck!,1156894234416484352,newmoneyFC,3278201701,False,2019-08-01 11:47:34+00:00,1438,201
Benjamin Graham and the Power of Growth Stocks: https://t.co/wTDcfxc6fe #graham #growth #stocks $TSLA $NFLX $AMZN $SHAK $TWLO $ACIA $GPRO,1156894577359544321,Investing_Books,753243437621653505,False,2019-08-01 11:48:55+00:00,882,8
"$TWLO 
 
ER is EXCELLENT ! 
 
 ""We celebrated a big milestone in the second quarter, crossing the $1  billion annua… https://t.co/7EqDhiFTHV",1156901650885468160,MadMraket,19052568,False,2019-08-01 12:17:02+00:00,1303,149
"Federal Reserve, Verizon, GM, Qualcomm, Twilio - 5 Things You Must Know $VZ $GM $QCOM $TWLO $LRCX $ETSY $SQ $SHOP… https://t.co/O3NQyAPNLF",1156902561275940865,JorelLaraKalel,1672120591,False,2019-08-01 12:20:39+00:00,4532,995
"Morning Most Tweeted Big Caps, check out Gambiste Top 10: $BYND $TSLA $SRPT $CLX $TWTR $TWLO $ROKU $BMRN $DXCM https://t.co/k3uyuEbRpJ",1156903030270365696,GambisteFinance,883064036308525056,False,2019-08-01 12:22:31+00:00,885,11
I am looking to get back in $TTD.  Hoping $TWLO and $MDB make it out of the woods. I got app revolution stocks at b… https://t.co/46yai8MbHp,1156903315055136768,buffettvalue,720805809190404098,False,2019-08-01 12:23:39+00:00,93,429
RT @buffettvalue: I am looking to get back in $TTD.  Hoping $TWLO and $MDB make it out of the woods. I got app revolution stocks at beginni…,1156903382965264385,SantchiWeb,3060444101,False,2019-08-01 12:23:55+00:00,6506,4753
$TWLO  KeyCorp ReiteratesTwilio (TWLO)$139.11 $158.00Buy,1156909137508360197,MadMraket,19052568,False,2019-08-01 12:46:47+00:00,1303,149
"Tickers today: $QCOM $TWLO $LRCX $W $SHOP $BYND $RH $TWTR 

Going to be a fun day! 
https://t.co/D8bgbQkAyp",1156911636931850240,psk2329,59485976,False,2019-08-01 12:56:43+00:00,3619,444
"2Q '19 Rev $275M (86.2% YoY growth)

$TWLO FY guidance raised

EV/Sales down considerably: LTM=19.6x, NTM=14.0x https://t.co/l5wWgpLag2",1156912233164759041,Roadmap2Retire,1512267163,False,2019-08-01 12:59:05+00:00,4170,867
"@theanimal23 Agree 💯. Want to watch $TWLO Capex, but I’m fine with where they are at.",1156912831117352960,AustinLieb,621384031,False,2019-08-01 13:01:27+00:00,2260,1038
Watching: $TWLO $QCOM $WDC $VZ $W $GM $SHOP $SPY $DJIA $QQQ 2nd Watch: $FIT $YETI $CROX $YUM $K #INDICES #CRYPTO #EARNINGS,1156912906581225473,AlmostaTrader,706119139,False,2019-08-01 13:01:45+00:00,305,283
"Watchlist: $QCOM, $W, $TWLO, $SHOP",1156913650743091200,reimers_197,802258788887752704,False,2019-08-01 13:04:43+00:00,15,155
Recent $TWLO technical alerts: 50 DMA Resistance plus 11 more alerts... https://t.co/UKSjJAG1Di,1156913750009634816,SwingTradeBot,2422703600,False,2019-08-01 13:05:07+00:00,3895,76
"$TWLO  $175 PT ! 
 
$IGV $SPY $XLK https://t.co/bZRkwo4MyX",1156914176859750400,MadMraket,19052568,False,2019-08-01 13:06:48+00:00,1302,149
I love Twilio and the opportunity in front of them but this hurts to read.  $TWLO https://t.co/VgjICQyn5H,1156914250864050177,BushwoodCapital,830073887631241218,False,2019-08-01 13:07:06+00:00,37,480
"Trading The Morning Stock Action: $QCOM, $TWLO, $SHOP, $GM &amp; More In Play... https://t.co/pMHGLdYXn2",1156914473946550273,ITMS,18616722,False,2019-08-01 13:07:59+00:00,9134,3892
Stock Market Watchlist for 01 Aug 2019 $SPY $NVTA $TWOU $BYND $W $SHOP $QCOM $CRUS $TWLO #LearnToTrade #StockMarket… https://t.co/nHVQEZSxIa,1156914488240685058,spectre_trades,1034842262130241536,False,2019-08-01 13:08:03+00:00,686,39
On watch 8/1: $CXO $PS $K $W $CROX $WLL $TWLO $QCOM,1156915569150402560,Roane_H,343169082,False,2019-08-01 13:12:20+00:00,210,240
Game plan: $SHOP $FIVN $QCOM $TWLO $CXO $BYND,1156915701241667585,SeanUmi,1899398208,False,2019-08-01 13:12:52+00:00,159,60
"$TWLO Twilio Inc. Q2 2019 Earnings Transcript
https://t.co/BwINuM2xaa

#earnings #stocks #markets #earningsseason… https://t.co/1Ve8Pw4WOw",1156916499233198081,EarningsTrans,756062949865693186,False,2019-08-01 13:16:02+00:00,94,330
"RT @StockWatch247: Twillo ( $TWLO ) Posts Strong Results but Market Turbulence Spoils the Party https://t.co/2kJIWLtr9v

#stockstowatch #ac…",1156918020314292225,wallstaustin,811028683976679424,False,2019-08-01 13:22:05+00:00,1298,21
"RT @StockWatch247: Twillo ( $TWLO ) Posts Strong Results but Market Turbulence Spoils the Party https://t.co/2kJIWLtr9v

#stockstowatch #ac…",1156918085242146816,ishortcrap,1134958945301356555,False,2019-08-01 13:22:20+00:00,109,307
"RT @ITMS: Trading The Morning Stock Action: $QCOM, $TWLO, $SHOP, $GM &amp; More In Play... https://t.co/pMHGLdYXn2",1156918380798062592,NickSantiago01,949057773794455553,False,2019-08-01 13:23:31+00:00,930,5
$TWLO maybe if it starts down it will end up. Whenever it starts up it end down.,1156918648675688448,apppro1,447061276,False,2019-08-01 13:24:35+00:00,3196,4985
Sonar top 10 NYSE @ open: $AYX $GM $JWN $RH $SLCA $TWLO $W $WLL $X $YETI See them ranked https://t.co/rJab7kawo3,1156920424955076608,StockHorizon,246823608,False,2019-08-01 13:31:38+00:00,4210,0
BTC $TWLO Strangles,1156920755076128773,harmongreg,24227424,True,2019-08-01 13:32:57+00:00,35745,331
I guess $TWLO starting up again.,1156922079179968513,buffettvalue,720805809190404098,False,2019-08-01 13:38:12+00:00,93,427
"""While they are still really overvalued, I think there is a good bounce opportunity.

Top of my list is $TWLO,… https://t.co/gKEE6MdaiS",1156923194906959872,RagingBull,17371994,False,2019-08-01 13:42:38+00:00,18974,36
"#GSector #SELL WK30 $OKTA, $SAIL, $CY, $RPD, $LRCX, $TWLO, $SABR, $DDD, $RNG, $QTWO  #Tech #Technology $VGT $IXN… https://t.co/F4EmynFu7A",1156923334342467584,TradeFlags,895929863521095680,False,2019-08-01 13:43:12+00:00,134,224
$TWLO 01-Aug TWLO Buy Setup on 1 Min https://t.co/bz9XhCaIqF,1156923507978227712,Amol_Trader,151335682,False,2019-08-01 13:43:53+00:00,120,370
@jimcramer Just initiated $TWLO #AAP,1156923536260390912,zekeZ24,706664914161635328,False,2019-08-01 13:44:00+00:00,17,300
Morning Market Call 8/1/19 $SPY $KO $SNAP $SPX $MU $UBER $PINS $TWLO $LYFT $TSLA $NVDA $AMD $JPM $PFE $BA $GE $WMT… https://t.co/p7c3yCbhIS,1156924078009139200,QuantTradr,1101858820404457472,False,2019-08-01 13:46:09+00:00,173,119
"RT @simply_stocks: Watching $QCOM, $TWLO , $SHOP , $BYND, $FIVN , $SWPR , $PS, $WLL #stockstowatch #stockmarket #options #stocks #wallstree…",1156925310501175296,Gambiste1,1136370591517290496,False,2019-08-01 13:51:03+00:00,1384,2
